Vf, D-Sf, R-Sf, B_GSf, D-Sf-Pfptp, D-Sf-Uprob, D-Sf-Ufptp
0.250000, 0.000005, 0.000005, -0.000000, 0.000000, 0.029643, 0.000000
0.255000, 0.000010, 0.000009, -0.000000, 0.000000, 0.032885, 0.062500
0.260000, 0.000020, 0.000019, -0.000001, 0.000000, 0.036160, 0.062500
0.265000, 0.000037, 0.000035, -0.000001, 0.000000, 0.039436, 0.062500
0.270000, 0.000067, 0.000065, -0.000001, 0.000000, 0.042690, 0.062500
0.275000, 0.000119, 0.000118, -0.000001, 0.000000, 0.045910, 0.062500
0.280000, 0.000206, 0.000208, +0.000001, 0.000000, 0.049094, 0.062500
0.285000, 0.000346, 0.000356, +0.000005, 0.000000, 0.052253, 0.062500
0.290000, 0.000564, 0.000594, +0.000015, 0.000000, 0.055412, 0.062500
0.295000, 0.000896, 0.000965, +0.000034, 0.000000, 0.058610, 0.062500
0.300000, 0.001387, 0.001530, +0.000071, 0.000000, 0.061897, 0.062500
0.305000, 0.002091, 0.002366, +0.000137, 0.000000, 0.065335, 0.062500
0.310000, 0.003073, 0.003570, +0.000248, 0.000000, 0.068991, 0.062500
0.315000, 0.004404, 0.005259, +0.000427, 0.000000, 0.072939, 0.062500
0.320000, 0.006160, 0.007566, +0.000703, 0.000000, 0.077249, 0.062500
0.325000, 0.008414, 0.010641, +0.001114, 0.000000, 0.081992, 0.062500
0.330000, 0.011235, 0.014637, +0.001701, 0.000000, 0.087227, 0.062500
0.335000, 0.014680, 0.019705, +0.002512, 0.000000, 0.093006, 0.062500
0.340000, 0.018791, 0.025986, +0.003598, 0.000000, 0.099362, 0.062500
0.345000, 0.023593, 0.033596, +0.005002, 0.000000, 0.106313, 0.062500
0.350000, 0.029095, 0.042622, +0.006764, 0.000000, 0.113860, 0.062500
0.355000, 0.035293, 0.053110, +0.008908, 0.000000, 0.121981, 0.062500
0.360000, 0.042179, 0.065070, +0.011446, 0.062500, 0.130637, 0.125000
0.365000, 0.049743, 0.078471, +0.014364, 0.062500, 0.139774, 0.125000
0.370000, 0.057978, 0.093248, +0.017635, 0.062500, 0.149318, 0.125000
0.375000, 0.066890, 0.109307, +0.021209, 0.062500, 0.159189, 0.125000
0.380000, 0.076490, 0.123056, +0.023283, 0.062500, 0.169297, 0.125000
0.385000, 0.086795, 0.135143, +0.024174, 0.062500, 0.179549, 0.187500
0.390000, 0.097822, 0.147996, +0.025087, 0.062500, 0.189856, 0.250000
0.395000, 0.109579, 0.161629, +0.026025, 0.062500, 0.200133, 0.250000
0.400000, 0.122055, 0.176051, +0.026998, 0.062500, 0.210306, 0.250000
0.405000, 0.135215, 0.191268, +0.028026, 0.062500, 0.220315, 0.250000
0.410000, 0.148999, 0.207277, +0.029139, 0.125000, 0.230115, 0.250000
0.415000, 0.163320, 0.224070, +0.030375, 0.125000, 0.239681, 0.250000
0.420000, 0.178072, 0.241627, +0.031778, 0.187500, 0.249008, 0.250000
0.425000, 0.193134, 0.259917, +0.033391, 0.250000, 0.258108, 0.250000
0.430000, 0.208391, 0.278899, +0.035254, 0.250000, 0.267016, 0.250000
0.435000, 0.223733, 0.298518, +0.037393, 0.250000, 0.275782, 0.312500
0.440000, 0.239078, 0.318707, +0.039815, 0.250000, 0.284475, 0.312500
0.445000, 0.254370, 0.339385, +0.042508, 0.250000, 0.293177, 0.312500
0.450000, 0.269589, 0.360459, +0.045435, 0.250000, 0.301983, 0.312500
0.455000, 0.284753, 0.381825, +0.048536, 0.312500, 0.310996, 0.312500
0.460000, 0.299909, 0.403370, +0.051730, 0.312500, 0.320324, 0.312500
0.465000, 0.315135, 0.424974, +0.054919, 0.312500, 0.330076, 0.312500
0.470000, 0.330526, 0.446516, +0.057995, 0.312500, 0.340360, 0.312500
0.475000, 0.346186, 0.467872, +0.060843, 0.312500, 0.351276, 0.312500
0.480000, 0.362220, 0.488927, +0.063353, 0.312500, 0.362915, 0.312500
0.485000, 0.378725, 0.509574, +0.065424, 0.312500, 0.375356, 0.312500
0.490000, 0.395781, 0.529721, +0.066970, 0.312500, 0.388660, 0.312500
0.495000, 0.413447, 0.549295, +0.067924, 0.375000, 0.402870, 0.375000
0.500000, 0.431753, 0.568247, +0.068247, 0.375000, 0.418010, 0.375000
0.505000, 0.450705, 0.586553, +0.067924, 0.375000, 0.434082, 0.375000
0.510000, 0.470279, 0.604219, +0.066970, 0.437500, 0.451068, 0.375000
0.515000, 0.490426, 0.621275, +0.065424, 0.437500, 0.468927, 0.437500
0.520000, 0.511073, 0.637780, +0.063353, 0.500000, 0.487601, 0.500000
0.525000, 0.532128, 0.653814, +0.060843, 0.500000, 0.507014, 0.500000
0.530000, 0.553484, 0.669474, +0.057995, 0.562500, 0.527075, 0.500000
0.535000, 0.575026, 0.684865, +0.054919, 0.562500, 0.547679, 0.562500
0.540000, 0.596630, 0.700091, +0.051730, 0.562500, 0.568714, 0.562500
0.545000, 0.618175, 0.715247, +0.048536, 0.562500, 0.590059, 0.562500
0.550000, 0.639541, 0.730411, +0.045435, 0.562500, 0.611591, 0.562500
0.555000, 0.660615, 0.745630, +0.042508, 0.750000, 0.633186, 0.562500
0.560000, 0.681293, 0.760922, +0.039815, 0.750000, 0.654725, 0.687500
0.565000, 0.701482, 0.776267, +0.037393, 0.750000, 0.676091, 0.750000
0.570000, 0.721101, 0.791609, +0.035254, 0.750000, 0.697175, 0.750000
0.575000, 0.740083, 0.806866, +0.033391, 0.750000, 0.717879, 0.750000
0.580000, 0.758373, 0.821928, +0.031778, 0.812500, 0.738112, 0.750000
0.585000, 0.775930, 0.836680, +0.030375, 0.812500, 0.757795, 0.812500
0.590000, 0.792723, 0.851001, +0.029139, 0.812500, 0.776862, 0.812500
0.595000, 0.808732, 0.864785, +0.028026, 0.812500, 0.795253, 0.812500
0.600000, 0.823949, 0.877945, +0.026998, 0.875000, 0.812919, 0.812500
0.605000, 0.838371, 0.890421, +0.026025, 0.875000, 0.829821, 0.875000
0.610000, 0.852004, 0.902178, +0.025087, 0.875000, 0.845925, 0.875000
