Vf, D-Sf, R-Sf, B_GSf, D-Sf-Pfptp, D-Sf-Uprob, D-Sf-Ufptp
0.250000, 0.000025, 0.000220, +0.000098, 0.000000, 0.053037, 0.056604
0.255000, 0.000048, 0.000394, +0.000173, 0.000000, 0.057719, 0.056604
0.260000, 0.000088, 0.000684, +0.000298, 0.000000, 0.062481, 0.056604
0.265000, 0.000159, 0.001147, +0.000494, 0.000000, 0.067302, 0.075472
0.270000, 0.000276, 0.001866, +0.000795, 0.000000, 0.072163, 0.075472
0.275000, 0.000467, 0.002943, +0.001238, 0.000000, 0.077052, 0.094340
0.280000, 0.000767, 0.004505, +0.001869, 0.000000, 0.081961, 0.094340
0.285000, 0.001225, 0.006701, +0.002738, 0.000000, 0.086892, 0.094340
0.290000, 0.001903, 0.009691, +0.003894, 0.000000, 0.091850, 0.094340
0.295000, 0.002876, 0.013642, +0.005383, 0.000000, 0.096850, 0.094340
0.300000, 0.004234, 0.018710, +0.007238, 0.000000, 0.101914, 0.094340
0.305000, 0.006072, 0.025027, +0.009477, 0.000000, 0.107069, 0.113208
0.310000, 0.008493, 0.032686, +0.012097, 0.000000, 0.112349, 0.113208
0.315000, 0.011595, 0.041726, +0.015066, 0.000000, 0.117792, 0.113208
0.320000, 0.015465, 0.052123, +0.018329, 0.000000, 0.123441, 0.113208
0.325000, 0.020173, 0.063784, +0.021806, 0.000000, 0.129340, 0.113208
0.330000, 0.025761, 0.076554, +0.025396, 0.000000, 0.135536, 0.113208
0.335000, 0.032246, 0.090219, +0.028987, 0.018868, 0.142077, 0.113208
0.340000, 0.039613, 0.104530, +0.032458, 0.018868, 0.149009, 0.132075
0.345000, 0.047823, 0.119215, +0.035696, 0.018868, 0.156376, 0.150943
0.350000, 0.056820, 0.134009, +0.038594, 0.037736, 0.164218, 0.169811
0.355000, 0.066537, 0.148673, +0.041068, 0.056604, 0.172568, 0.169811
0.360000, 0.076908, 0.163014, +0.043053, 0.075472, 0.181454, 0.169811
0.365000, 0.087881, 0.176896, +0.044508, 0.094340, 0.190891, 0.169811
0.370000, 0.099418, 0.190249, +0.045415, 0.094340, 0.200887, 0.169811
0.375000, 0.111506, 0.203064, +0.045779, 0.094340, 0.211436, 0.169811
0.380000, 0.124151, 0.215387, +0.045618, 0.113208, 0.222518, 0.169811
0.385000, 0.137378, 0.227301, +0.044962, 0.113208, 0.234104, 0.169811
0.390000, 0.151221, 0.238916, +0.043848, 0.113208, 0.246148, 0.207547
0.395000, 0.165714, 0.250345, +0.042316, 0.132075, 0.258598, 0.226415
0.400000, 0.180884, 0.261696, +0.040406, 0.169811, 0.271387, 0.301887
0.405000, 0.196740, 0.271473, +0.037367, 0.169811, 0.284448, 0.301887
0.410000, 0.213264, 0.279699, +0.033217, 0.169811, 0.297705, 0.301887
0.415000, 0.230415, 0.288253, +0.028919, 0.169811, 0.311085, 0.301887
0.420000, 0.248118, 0.297139, +0.024510, 0.188679, 0.324515, 0.339623
0.425000, 0.266276, 0.306356, +0.020040, 0.226415, 0.337929, 0.377358
0.430000, 0.284771, 0.315901, +0.015565, 0.301887, 0.351269, 0.377358
0.435000, 0.303468, 0.325766, +0.011149, 0.301887, 0.364486, 0.377358
0.440000, 0.322231, 0.335941, +0.006855, 0.339623, 0.377542, 0.377358
0.445000, 0.340922, 0.346417, +0.002748, 0.377358, 0.390411, 0.396226
0.450000, 0.359418, 0.357183, -0.001117, 0.377358, 0.403076, 0.415094
0.455000, 0.377608, 0.368228, -0.004690, 0.377358, 0.415534, 0.415094
0.460000, 0.395406, 0.379543, -0.007931, 0.415094, 0.427788, 0.452830
0.465000, 0.412746, 0.391122, -0.010812, 0.415094, 0.439850, 0.452830
0.470000, 0.429587, 0.402959, -0.013314, 0.452830, 0.451738, 0.452830
0.475000, 0.445909, 0.415057, -0.015426, 0.452830, 0.463473, 0.452830
0.480000, 0.461712, 0.427421, -0.017146, 0.452830, 0.475079, 0.471698
0.485000, 0.477012, 0.440060, -0.018476, 0.471698, 0.486582, 0.490566
0.490000, 0.491833, 0.452991, -0.019421, 0.490566, 0.498005, 0.490566
0.495000, 0.506208, 0.466238, -0.019985, 0.509434, 0.509372, 0.509434
0.500000, 0.520173, 0.479827, -0.020173, 0.509434, 0.520704, 0.509434
0.505000, 0.533762, 0.493792, -0.019985, 0.547170, 0.532017, 0.528302
0.510000, 0.547009, 0.508167, -0.019421, 0.547170, 0.543326, 0.547170
0.515000, 0.559940, 0.522988, -0.018476, 0.566038, 0.554641, 0.547170
0.520000, 0.572579, 0.538288, -0.017146, 0.566038, 0.565965, 0.566038
0.525000, 0.584943, 0.554091, -0.015426, 0.584906, 0.577302, 0.566038
0.530000, 0.597041, 0.570413, -0.013314, 0.584906, 0.588646, 0.584906
0.535000, 0.608878, 0.587254, -0.010812, 0.622642, 0.599989, 0.584906
0.540000, 0.620457, 0.604594, -0.007931, 0.622642, 0.611317, 0.622642
0.545000, 0.631772, 0.622392, -0.004690, 0.622642, 0.622611, 0.622642
0.550000, 0.642817, 0.640582, -0.001117, 0.641509, 0.633849, 0.641509
0.555000, 0.653583, 0.659078, +0.002748, 0.641509, 0.645004, 0.641509
0.560000, 0.664059, 0.677769, +0.006855, 0.660377, 0.656046, 0.641509
0.565000, 0.674234, 0.696532, +0.011149, 0.679245, 0.666946, 0.660377
0.570000, 0.684099, 0.715229, +0.015565, 0.679245, 0.677672, 0.679245
0.575000, 0.693644, 0.733724, +0.020040, 0.716981, 0.688196, 0.698113
0.580000, 0.702861, 0.751882, +0.024510, 0.716981, 0.698493, 0.716981
0.585000, 0.711747, 0.769585, +0.028919, 0.735849, 0.708547, 0.716981
0.590000, 0.720301, 0.786736, +0.033217, 0.735849, 0.718345, 0.735849
0.595000, 0.728527, 0.803260, +0.037367, 0.754717, 0.727886, 0.754717
0.600000, 0.738304, 0.819116, +0.040406, 0.773585, 0.737181, 0.773585
0.605000, 0.749655, 0.834286, +0.042316, 0.773585, 0.746247, 0.773585
0.610000, 0.761084, 0.848779, +0.043848, 0.773585, 0.755114, 0.773585
0.615000, 0.772699, 0.862622, +0.044962, 0.773585, 0.763820, 0.773585
0.620000, 0.784613, 0.875849, +0.045618, 0.773585, 0.772411, 0.773585
0.625000, 0.796936, 0.888494, +0.045779, 0.773585, 0.780937, 0.773585
0.630000, 0.809751, 0.900582, +0.045415, 0.811321, 0.789448, 0.773585
0.635000, 0.823104, 0.912119, +0.044508, 0.811321, 0.797995, 0.773585
0.640000, 0.836986, 0.923092, +0.043053, 0.830189, 0.806623, 0.792453
0.645000, 0.851327, 0.933463, +0.041068, 0.830189, 0.815366, 0.811321
0.650000, 0.865991, 0.943180, +0.038594, 0.830189, 0.824253, 0.811321
0.655000, 0.880785, 0.952177, +0.035696, 0.867925, 0.833293, 0.811321
0.660000, 0.895470, 0.960387, +0.032458, 0.943396, 0.842487, 0.830189
0.665000, 0.909781, 0.967754, +0.028987, 0.962264, 0.851815, 0.830189
0.670000, 0.923446, 0.974239, +0.025396, 0.962264, 0.861248, 0.830189
0.675000, 0.936216, 0.979827, +0.021806, 0.962264, 0.870738, 0.830189
0.680000, 0.947877, 0.984535, +0.018329, 0.962264, 0.880230, 0.867925
0.685000, 0.958274, 0.988405, +0.015066, 0.981132, 0.889659, 0.886792
0.690000, 0.967314, 0.991507, +0.012097, 1.000000, 0.898954, 0.943396
0.695000, 0.974973, 0.993928, +0.009477, 1.000000, 0.908042, 0.943396
0.700000, 0.981290, 0.995766, +0.007238, 1.000000, 0.916852, 0.962264
0.705000, 0.986358, 0.997124, +0.005383, 1.000000, 0.925317, 0.962264
0.710000, 0.990309, 0.998097, +0.003894, 1.000000, 0.933378, 0.962264
0.715000, 0.993299, 0.998775, +0.002738, 1.000000, 0.940982, 0.962264
0.720000, 0.995495, 0.999233, +0.001869, 1.000000, 0.948091, 0.962264
0.725000, 0.997057, 0.999533, +0.001238, 1.000000, 0.954676, 0.962264
0.730000, 0.998134, 0.999724, +0.000795, 1.000000, 0.960718, 0.981132
0.735000, 0.998853, 0.999841, +0.000494, 1.000000, 0.966213, 0.981132
0.740000, 0.999316, 0.999912, +0.000298, 1.000000, 0.971164, 1.000000
0.745000, 0.999606, 0.999952, +0.000173, 1.000000, 0.975584, 1.000000
0.750000, 0.999780, 0.999975, +0.000098, 1.000000, 0.979494, 1.000000
